customerid,last_purchase_date,frequency,monetary,recency_days
13082,2011-08-05 16:16:00,9,3613.63,148
13083,2011-12-05 15:01:00,2,303.75,26
13085,2011-07-05 12:11:00,2,416.08,179
13089,2011-12-07 09:02:00,97,58708.68,24
13090,2011-12-01 12:39:00,14,8910.82,30
13091,2011-11-11 15:54:00,1,345.82,50
13092,2011-09-30 11:18:00,5,477.83,92
13093,2011-03-09 12:14:00,8,7832.47,297
13094,2011-11-18 14:07:00,12,1927.32,43
13095,2011-09-30 12:03:00,1,74.40,92
13097,2011-11-07 10:43:00,10,5926.22,54
13098,2011-12-08 14:14:00,28,28882.44,23
13099,2011-09-01 17:40:00,1,207.36,121
13101,2011-04-19 14:37:00,1,101.19,256
13102,2011-12-08 12:52:00,24,6424.09,23
13103,2011-10-31 09:38:00,1,243.94,61
13104,2011-12-06 13:10:00,6,1098.48,25
13106,2011-07-29 15:12:00,1,76.50,155
13107,2011-10-26 14:52:00,4,1531.62,66
13108,2010-12-02 10:35:00,1,350.06,394
13109,2011-10-11 10:16:00,2,786.54,81
13110,2011-11-08 14:30:00,7,1484.32,53
13113,2011-12-09 12:49:00,24,12245.96,22
13115,2011-11-28 12:38:00,4,2294.78,33
13116,2011-07-24 14:33:00,1,501.14,160
13117,2011-11-18 12:02:00,8,984.91,43
13118,2011-11-20 12:46:00,5,1197.81,41
13120,2011-04-15 10:19:00,1,30.60,260
13121,2011-03-15 16:47:00,1,283.73,291
13122,2011-09-06 15:53:00,2,922.39,116
13124,2011-09-11 12:45:00,3,3685.08,111
13126,2011-12-05 10:00:00,8,2099.64,26
13127,2011-09-23 10:26:00,1,259.17,99
13130,2011-09-06 15:30:00,1,64.00,116
13131,2011-11-16 13:21:00,3,1073.30,45
13132,2011-03-23 12:44:00,1,77.30,283
13133,2011-03-11 10:31:00,2,109.80,295
13134,2011-09-15 10:35:00,4,1793.58,107
13135,2011-05-27 10:52:00,1,3096.00,218
13136,2011-10-14 13:41:00,5,2607.61,78
13137,2011-11-29 12:09:00,8,3441.03,32
13138,2011-11-17 16:51:00,6,962.39,44
13139,2011-11-23 13:54:00,7,5064.94,38
13140,2011-08-23 15:33:00,3,422.47,130
13141,2011-09-16 09:54:00,5,2388.75,106
13142,2011-11-20 16:07:00,1,307.09,41
13144,2011-01-11 11:15:00,1,110.95,354
13145,2011-10-31 12:45:00,4,618.52,61
13146,2011-11-13 15:29:00,1,225.66,48
13147,2011-11-29 13:59:00,4,712.80,32
13148,2011-11-10 15:23:00,12,3647.80,51
13149,2011-11-25 13:09:00,4,1676.06,36
13151,2011-02-17 12:29:00,1,1253.22,317
13153,2011-12-04 12:14:00,1,486.22,27
13155,2011-11-06 15:41:00,4,968.81,55
13157,2011-10-21 13:50:00,4,1741.22,71
13158,2011-09-06 11:58:00,4,1201.06,116
13159,2011-12-01 11:20:00,4,1426.85,30
13160,2011-11-17 13:07:00,1,91.80,44
13161,2011-01-30 14:03:00,1,112.75,335
13162,2011-08-09 15:59:00,4,1688.29,144
13165,2011-10-24 15:05:00,2,1021.48,68
13166,2011-03-01 15:16:00,1,403.80,305
13167,2011-11-21 12:24:00,4,791.33,40
13168,2011-11-03 12:56:00,4,1295.80,58
13169,2011-10-07 12:11:00,2,712.88,85
13170,2011-11-13 12:19:00,1,108.03,48
13171,2011-11-18 10:27:00,3,468.41,43
13173,2011-12-05 15:51:00,2,353.65,26
13174,2011-11-23 14:35:00,3,2575.42,38
13176,2011-10-24 15:43:00,1,480.66,68
13177,2011-10-06 09:56:00,1,282.45,86
13178,2011-11-13 16:14:00,11,5725.47,48
13182,2011-10-25 13:46:00,1,121.18,67
13183,2011-12-02 10:30:00,9,3957.78,29
13184,2011-11-25 12:02:00,10,1667.79,36
13185,2011-03-17 11:56:00,1,71.40,289
13186,2011-10-31 11:40:00,3,1575.89,61
13187,2011-01-06 18:57:00,1,236.02,359
13188,2011-11-28 15:28:00,1,114.60,33
13189,2011-11-21 10:39:00,2,260.68,40
13192,2011-09-05 14:13:00,2,911.94,117
13193,2011-10-09 14:30:00,1,105.98,83
13194,2011-07-27 09:01:00,1,60.70,157
13196,2011-11-28 13:54:00,4,1797.78,33
13198,2011-11-29 15:17:00,6,3401.24,32
13199,2011-12-06 12:30:00,38,9817.12,25
13200,2011-11-20 15:35:00,4,870.09,41
13203,2011-11-30 10:45:00,4,869.46,31
13207,2011-11-24 14:52:00,2,250.26,37
13208,2011-10-12 09:54:00,6,1200.99,80
13209,2011-11-09 13:54:00,8,5881.41,52
13210,2011-09-07 08:18:00,1,353.48,115
13211,2011-11-29 14:43:00,3,1089.57,32
13212,2011-11-20 12:40:00,3,781.88,41
13213,2011-10-14 11:42:00,5,1520.58,78
13216,2011-03-17 12:18:00,1,333.74,289
13217,2011-08-09 15:32:00,3,533.98,144
13218,2011-08-04 16:59:00,1,62.64,149
13220,2011-09-22 13:38:00,4,819.29,100
13221,2011-04-13 16:58:00,2,847.41,262
13223,2011-05-23 13:03:00,2,163.20,222
13224,2011-10-10 14:55:00,2,2155.95,82
13225,2011-12-06 13:29:00,7,6463.84,25
13226,2011-03-11 14:35:00,1,108.21,295
13227,2011-05-22 11:47:00,1,257.70,223
13228,2011-09-19 14:28:00,1,358.00,103
13229,2011-04-28 12:07:00,1,160.95,247
13230,2011-12-05 16:03:00,14,2720.36,26
13232,2011-11-27 10:39:00,7,1326.15,34
13233,2011-09-26 13:25:00,2,605.12,96
13235,2011-05-11 17:13:00,1,976.12,234
13236,2011-11-15 12:50:00,2,744.85,46
13238,2011-11-22 15:37:00,4,700.73,39
13239,2011-03-23 10:25:00,1,329.56,283
13240,2011-09-04 14:08:00,4,659.70,118
13242,2011-08-19 12:53:00,3,270.40,134
13243,2011-05-20 13:14:00,1,583.42,225
13244,2011-09-08 11:46:00,1,121.74,114
13245,2011-10-20 11:40:00,1,430.50,72
13246,2011-11-21 16:50:00,6,1787.52,40
13247,2011-11-22 10:59:00,4,501.12,39
13248,2011-08-07 12:40:00,2,465.68,146
13249,2011-09-08 13:26:00,3,711.41,114
13253,2011-07-06 10:09:00,2,1030.40,178
13255,2011-11-30 13:14:00,2,399.51,31
13258,2011-11-28 09:31:00,3,651.98,33
13259,2011-10-09 10:48:00,1,276.11,83
13260,2011-10-09 13:21:00,1,557.62,83
13261,2011-03-16 12:22:00,2,944.10,290
13262,2011-03-21 15:06:00,1,200.29,285
13263,2011-12-08 13:59:00,35,7398.03,23
13265,2011-10-17 15:02:00,5,2092.66,75
13266,2011-11-28 14:39:00,12,3834.26,33
13267,2011-12-07 11:12:00,19,4521.49,24
13268,2011-11-22 11:51:00,11,3152.53,39
13269,2011-12-08 14:53:00,15,5339.98,23
13270,2010-12-08 14:53:00,1,590.00,388
13271,2011-11-02 14:31:00,1,196.38,59
13272,2011-11-08 14:00:00,2,276.56,53
13273,2011-08-18 14:02:00,1,138.98,135
13276,2011-10-07 12:44:00,2,590.93,85
13277,2011-11-24 09:21:00,4,258.40,37
13278,2011-10-30 11:49:00,1,542.73,62
13279,2011-09-22 17:24:00,1,137.75,100
13280,2011-08-09 13:14:00,3,795.36,144
13282,2011-11-21 15:33:00,3,1132.14,40
13283,2011-10-11 09:50:00,2,93.66,81
13284,2011-01-13 09:23:00,1,201.19,352
13285,2011-11-16 13:19:00,4,2709.12,45
13291,2011-07-07 10:36:00,1,360.69,177
13292,2011-11-01 10:04:00,2,578.94,60
13294,2011-06-03 08:54:00,2,873.74,211
13295,2010-12-15 11:21:00,1,201.20,381
13296,2011-07-25 13:46:00,1,87.40,159
13297,2011-12-02 09:32:00,4,2089.85,29
13298,2011-12-08 13:11:00,1,360.00,23
13299,2011-03-16 12:55:00,1,142.50,290
13300,2011-06-23 13:09:00,1,371.89,191
13301,2011-08-28 11:25:00,4,618.09,125
13302,2011-07-07 17:56:00,1,63.75,177
13304,2010-12-23 14:35:00,1,300.42,373
13305,2011-12-05 15:15:00,10,2000.86,26
13307,2011-08-11 17:14:00,1,15.00,142
13308,2011-11-17 09:31:00,3,1385.51,44
13309,2011-12-02 16:34:00,5,1456.79,29
13310,2011-11-11 17:23:00,3,1132.03,50
13311,2011-12-05 12:55:00,2,598.57,26
13313,2011-11-17 16:48:00,5,1555.32,44
13314,2011-12-08 12:29:00,3,770.99,23
13316,2011-11-02 13:40:00,4,5732.93,59
13317,2011-10-04 13:35:00,6,2273.68,88
13318,2011-12-08 18:51:00,3,640.76,23
13319,2011-12-04 13:34:00,26,10845.55,27
13320,2011-09-22 18:07:00,4,1532.20,100
13321,2011-09-28 15:24:00,2,567.36,94
13322,2011-11-22 14:21:00,1,199.48,39
13323,2011-12-06 17:12:00,5,787.85,25
13324,2011-11-03 16:28:00,10,7121.95,58
13325,2011-09-19 10:36:00,1,675.30,103
13327,2011-11-01 10:21:00,8,3627.77,60
13328,2011-01-27 15:22:00,1,1308.48,338
13329,2011-11-08 10:29:00,2,789.00,53
13330,2011-09-08 12:27:00,3,1140.93,114
13332,2011-11-25 13:30:00,1,350.90,36
13334,2011-09-18 15:21:00,3,3460.67,104
13336,2011-09-23 14:05:00,1,795.12,99
13338,2011-07-05 09:06:00,1,487.02,179
13339,2011-05-23 08:31:00,1,860.12,222
13340,2011-10-25 13:15:00,7,10736.48,67
13341,2011-03-24 09:50:00,1,775.85,282
13343,2011-06-15 12:24:00,1,353.43,199
13344,2011-10-03 09:45:00,3,2511.69,89
13345,2011-02-25 09:01:00,1,389.50,309
13347,2011-09-30 13:28:00,1,341.36,92
13348,2011-10-06 17:28:00,1,233.76,86
13349,2011-11-29 08:07:00,1,247.32,32
13350,2011-11-23 16:33:00,2,979.12,38
13351,2011-10-04 12:55:00,1,373.94,88
13352,2011-10-10 13:55:00,1,397.98,82
13354,2011-09-29 13:17:00,1,743.53,93
13355,2011-08-09 14:48:00,1,674.70,144
13356,2011-09-20 14:33:00,1,768.24,102
13357,2011-03-27 13:56:00,1,591.70,279
13358,2011-03-16 11:52:00,1,439.03,290
13359,2011-10-07 09:30:00,1,439.56,85
13362,2011-11-30 14:41:00,4,3090.74,31
13363,2011-11-22 12:40:00,2,992.50,39
13364,2011-09-29 18:13:00,1,134.96,93
13365,2011-11-06 12:36:00,2,2225.37,55
13366,2011-10-20 13:37:00,1,56.16,72
13368,2011-03-28 09:59:00,2,623.40,278
13369,2010-12-09 11:30:00,1,308.28,387
13370,2010-12-03 10:26:00,1,754.87,393
13372,2011-09-11 12:46:00,1,378.64,111
13373,2011-10-10 10:51:00,3,3312.25,82
13375,2011-09-12 10:19:00,1,778.65,110
13376,2011-09-01 16:16:00,3,1019.76,121
13379,2011-11-13 13:45:00,3,567.67,48
13381,2011-11-08 11:58:00,6,3639.31,53
13382,2011-03-04 10:03:00,1,222.99,302
13384,2011-11-09 11:04:00,7,4151.93,52
13385,2011-01-14 09:52:00,1,534.57,351
13388,2011-07-31 12:52:00,2,677.10,153
13389,2011-11-28 14:01:00,3,797.96,33
13390,2011-09-26 08:38:00,1,544.08,96
13391,2011-05-20 10:50:00,1,59.80,225
13394,2011-12-08 11:36:00,8,2520.02,23
13395,2011-06-07 15:04:00,1,307.72,207
13396,2011-11-10 16:59:00,2,1360.99,51
13397,2011-09-28 10:56:00,5,1544.13,94
13398,2011-05-31 13:17:00,1,457.34,214
13402,2011-08-04 15:51:00,2,621.23,149
13403,2011-11-22 08:28:00,1,75.00,39
13404,2011-12-08 15:37:00,2,252.49,23
13405,2011-05-19 16:31:00,2,557.45,226
13408,2011-12-08 09:05:00,62,28117.04,23
13410,2011-11-15 15:33:00,5,1003.06,46
13411,2011-08-24 13:57:00,1,211.05,129
13414,2011-07-29 11:45:00,3,1390.50,155
13416,2011-10-27 08:56:00,2,712.50,65
13417,2011-12-05 08:49:00,2,640.83,26
13418,2011-11-28 10:23:00,18,6127.43,33
13419,2011-10-07 12:49:00,1,221.06,85
13420,2011-07-13 08:48:00,2,159.85,171
13421,2011-10-30 14:21:00,2,1813.91,62
13422,2011-10-06 13:42:00,1,2626.30,86
13425,2011-08-23 17:13:00,3,1624.21,130
13426,2011-12-09 08:59:00,10,3641.32,22
13427,2011-11-20 13:02:00,3,582.60,41
13428,2011-11-29 14:20:00,1,198.46,32
13429,2011-11-29 09:10:00,4,1006.80,32
13430,2011-11-21 08:19:00,2,679.45,40
13431,2011-10-03 13:49:00,2,1269.10,89
13434,2011-09-26 14:30:00,2,534.24,96
13435,2011-12-04 14:45:00,7,3770.29,27
13436,2011-12-08 10:33:00,1,196.89,23
13437,2011-11-25 14:00:00,7,3408.06,36
13439,2011-03-29 14:20:00,1,283.71,277
13441,2011-09-09 09:38:00,1,296.64,113
13447,2011-11-16 13:38:00,3,1129.14,45
13448,2011-11-23 12:33:00,6,3495.59,38
13449,2011-11-16 08:28:00,1,291.88,45
13450,2011-11-13 11:54:00,6,2043.72,48
13451,2011-11-13 15:58:00,5,2882.06,48
13452,2011-03-25 14:19:00,2,590.00,281
13453,2011-06-27 09:34:00,2,356.98,187
13455,2011-11-15 11:21:00,2,1058.34,46
13456,2011-11-22 09:18:00,6,1766.72,39
13458,2011-12-02 15:29:00,14,9646.57,29
13460,2011-11-10 17:17:00,2,183.44,51
13461,2011-11-01 09:01:00,3,1445.00,60
13462,2011-04-01 11:20:00,1,151.50,274
13464,2011-10-12 15:01:00,1,674.68,80
13466,2011-06-08 16:39:00,1,307.90,206
13467,2011-11-29 10:01:00,2,998.91,32
13468,2011-12-08 10:39:00,37,5704.97,23
13470,2011-09-01 14:57:00,2,165.00,121
13471,2011-12-08 15:44:00,4,2428.70,23
13473,2011-10-10 11:20:00,2,422.64,82
13474,2011-04-17 13:53:00,1,223.17,258
13475,2011-06-01 13:52:00,4,1431.78,213
13476,2011-06-14 12:00:00,2,1238.47,200
13477,2011-11-02 12:04:00,6,1454.58,59
13479,2011-05-23 10:45:00,2,300.95,222
13481,2011-10-25 09:07:00,5,1804.56,67
13482,2011-04-21 17:03:00,1,184.64,254
13483,2011-10-05 11:53:00,1,140.34,87
13484,2011-04-12 16:30:00,1,313.80,263
13485,2011-04-20 13:58:00,1,454.24,255
13486,2011-09-22 13:13:00,3,1122.41,100
13487,2011-10-13 12:07:00,3,575.40,79
13488,2011-11-22 14:41:00,13,8968.31,39
13489,2011-08-26 13:16:00,4,449.52,127
13491,2011-10-19 08:32:00,10,1215.82,73
13492,2011-07-26 14:25:00,3,1269.84,158
13493,2011-03-09 15:35:00,2,618.63,297
13494,2011-02-01 11:58:00,1,316.26,333
13495,2011-12-02 11:21:00,5,2044.87,29
13496,2011-11-29 10:58:00,2,653.33,32
13497,2011-03-02 09:04:00,2,348.05,304
13499,2011-11-22 11:21:00,5,1159.11,39
13500,2011-11-16 15:35:00,3,1166.77,45
13501,2011-02-24 18:59:00,1,1340.32,310
13502,2011-11-23 10:39:00,3,292.00,38
13503,2011-09-29 13:23:00,1,216.85,93
13504,2011-10-06 13:20:00,1,295.93,86
13505,2011-09-28 11:56:00,4,4393.63,94
13506,2011-01-27 13:53:00,2,458.52,338
13507,2011-12-06 13:13:00,4,2479.16,25
13508,2011-04-10 11:58:00,1,110.97,265
13509,2011-12-01 10:10:00,7,979.72,30
13510,2011-12-08 13:46:00,4,1791.56,23
13512,2011-03-24 10:03:00,1,251.21,282
13513,2011-08-05 11:50:00,1,205.10,148
13514,2011-09-27 09:39:00,1,152.20,95
13515,2011-09-28 11:26:00,4,891.12,94
13516,2011-11-18 13:15:00,3,1389.41,43
13517,2011-10-11 11:43:00,3,2128.42,81
13518,2011-09-15 10:29:00,1,627.16,107
13519,2011-09-22 18:24:00,1,122.75,100
13520,2011-10-12 10:20:00,6,3624.35,80
13521,2011-12-08 13:50:00,3,1057.94,23
13522,2011-11-09 15:11:00,1,125.80,52
13523,2011-11-06 15:11:00,5,3964.88,55
13524,2011-10-30 12:34:00,5,680.18,62
13525,2011-11-25 12:01:00,2,628.78,36
13527,2011-11-06 12:04:00,7,2197.36,55
13529,2011-09-22 09:15:00,2,307.76,100
13531,2011-05-18 16:56:00,2,483.80,227
13532,2011-11-06 12:25:00,1,210.31,55
13533,2011-06-10 11:54:00,3,266.11,204
13534,2011-12-07 14:52:00,25,5870.08,24
13536,2011-12-08 16:38:00,7,3434.43,23
13538,2011-10-27 16:34:00,7,1280.85,65
13539,2011-09-15 10:18:00,3,631.34,107
13544,2011-10-31 11:57:00,2,276.06,61
13546,2011-11-27 14:50:00,3,613.99,34
13548,2011-09-04 14:50:00,2,669.46,118
13549,2011-11-14 09:20:00,7,918.20,47
13551,2011-01-24 14:46:00,1,91.80,341
13552,2011-10-04 15:19:00,12,3719.27,88
13555,2011-09-27 12:36:00,4,4098.88,95
13557,2011-11-11 15:24:00,2,584.06,50
13558,2011-12-04 11:24:00,4,590.35,27
13560,2011-12-02 13:11:00,1,171.42,29
13561,2011-05-08 12:39:00,1,141.86,237
13562,2011-09-19 10:51:00,3,1799.33,103
13563,2011-09-16 14:45:00,2,777.53,106
13564,2011-07-18 14:33:00,3,1661.77,166
13565,2011-11-20 14:33:00,2,240.22,41
13566,2011-10-30 11:59:00,2,829.86,62
13568,2011-06-19 14:42:00,1,176.20,195
13569,2011-11-22 13:07:00,2,332.26,39
13570,2011-04-10 13:36:00,1,239.49,265
13571,2011-11-27 10:47:00,12,2075.98,34
13572,2011-05-18 11:59:00,1,1375.40,227
13573,2011-10-20 14:33:00,2,290.25,72
13575,2011-11-16 13:14:00,5,732.07,45
13576,2011-11-29 15:34:00,18,6717.34,32
13577,2011-11-14 15:19:00,4,1687.60,47
13579,2011-11-25 08:41:00,2,467.04,36
13581,2011-02-03 14:41:00,1,118.00,331
13583,2011-07-07 10:40:00,1,781.03,177
13584,2011-02-06 12:49:00,1,142.40,328
13587,2011-10-07 12:31:00,1,712.40,85
13588,2011-11-24 10:42:00,9,2478.95,37
13589,2011-11-25 12:10:00,2,379.65,36
13590,2011-11-28 12:54:00,6,1981.92,33
13591,2011-10-06 12:26:00,3,1117.13,86
13592,2011-11-04 09:49:00,4,247.96,57
13593,2011-08-23 13:35:00,5,2011.88,130
13594,2011-10-18 10:19:00,1,396.97,74
13596,2011-12-04 12:01:00,2,646.00,27
13598,2011-10-23 14:28:00,1,130.39,69
13599,2011-12-08 16:10:00,21,5148.47,23
13600,2011-01-31 15:27:00,1,219.52,334
13601,2011-10-25 17:31:00,2,676.12,67
13602,2011-10-06 11:47:00,1,428.89,86
13603,2011-11-13 15:57:00,1,164.34,48
13606,2011-11-10 17:46:00,3,276.75,51
13607,2011-10-30 16:17:00,1,665.95,62
13610,2011-11-27 15:38:00,7,1071.59,34
13611,2011-09-11 14:51:00,3,1147.65,111
13614,2011-11-15 14:47:00,4,1564.75,46
13615,2011-01-25 08:21:00,1,417.69,340
13617,2011-10-30 13:50:00,3,544.18,62
13618,2011-06-19 11:09:00,1,177.34,195
13621,2011-08-15 08:26:00,1,213.85,138
13623,2011-11-09 12:00:00,5,727.74,52
13626,2011-04-01 10:05:00,1,257.23,274
13627,2011-10-11 14:20:00,5,1638.47,81
13629,2011-11-16 13:21:00,11,7792.36,45
13630,2011-12-04 15:16:00,7,2031.78,27
13631,2011-09-01 09:57:00,11,3070.42,121
13632,2011-11-15 10:51:00,5,2118.93,46
13634,2011-11-06 13:40:00,5,1539.11,55
13635,2011-10-03 10:55:00,1,1071.03,89
13636,2011-11-03 10:30:00,5,949.12,58
13637,2011-10-18 13:32:00,3,799.60,74
13638,2011-11-24 10:38:00,1,122.64,37
13639,2011-09-26 13:36:00,1,1003.46,96
13642,2011-05-08 12:34:00,1,312.28,237
13643,2011-11-08 15:37:00,3,519.44,53
13644,2011-11-23 14:07:00,4,2624.26,38
13645,2011-08-11 16:11:00,1,252.10,142
13647,2011-11-30 12:00:00,4,1648.12,31
13649,2011-03-28 11:51:00,2,346.60,278
13650,2011-11-23 12:22:00,6,1836.34,38
13651,2011-11-04 14:59:00,2,94.20,57
13652,2011-10-25 08:51:00,3,1095.08,67
13654,2011-10-27 16:24:00,6,2707.33,65
13655,2011-08-17 14:25:00,2,932.97,136
13656,2011-06-28 10:31:00,2,379.65,186
13657,2011-11-29 12:32:00,2,382.14,32
13658,2011-11-30 10:13:00,5,2639.17,31
13659,2011-05-18 12:37:00,2,1533.37,227
13662,2011-09-15 12:04:00,3,881.26,107
13663,2011-06-13 15:44:00,1,189.47,201
13666,2011-10-10 15:39:00,3,84.65,82
13667,2011-07-13 15:42:00,1,298.66,171
13668,2011-12-07 12:11:00,21,6294.58,24
13669,2011-10-20 09:32:00,2,218.55,72
13670,2011-09-25 15:25:00,1,349.70,97
13672,2011-02-11 13:53:00,2,186.39,323
13673,2011-11-21 12:11:00,2,377.84,40
13675,2011-07-11 12:57:00,2,486.82,173
13678,2011-07-11 10:14:00,1,232.60,173
13680,2011-12-08 13:47:00,4,3714.87,23
13681,2011-11-22 11:13:00,4,827.83,39
13682,2011-06-05 14:06:00,1,59.50,209
13684,2011-02-27 10:13:00,1,65.13,307
13685,2011-12-07 11:41:00,7,3119.44,24
13686,2011-06-10 09:10:00,1,72.00,204
13689,2011-10-07 13:21:00,1,910.00,85
13690,2011-10-11 15:03:00,1,172.25,81
13692,2011-11-15 11:17:00,3,1488.32,46
13694,2011-12-06 09:32:00,50,65039.62,25
13695,2011-11-08 14:26:00,15,2504.13,53
13697,2011-11-01 09:14:00,1,151.30,60
13699,2011-07-07 16:51:00,1,308.58,177
13700,2011-11-13 13:00:00,10,2248.63,48
13703,2011-01-25 13:10:00,1,99.50,340
13704,2011-12-04 15:13:00,9,2308.06,27
13705,2011-12-02 12:32:00,3,711.86,29
13706,2011-02-10 09:21:00,1,330.79,324
13707,2011-03-17 18:03:00,2,806.41,289
13708,2011-03-13 13:46:00,1,285.33,293
13709,2011-12-06 10:28:00,13,6307.65,25
13710,2011-11-08 08:16:00,1,180.48,53
13711,2011-05-05 10:31:00,2,252.06,240
13712,2011-04-07 12:33:00,1,228.84,268
13715,2011-03-03 19:21:00,5,1075.74,303
13716,2011-03-15 13:49:00,1,138.28,291
13717,2011-11-07 14:13:00,6,1445.01,54
13718,2011-04-07 13:24:00,2,306.55,268
13719,2011-11-24 15:26:00,5,1041.68,37
13720,2011-08-15 12:46:00,4,799.90,138
13721,2011-11-03 14:05:00,1,524.14,58
13722,2011-07-31 12:44:00,3,2375.41,153
13723,2011-05-06 17:04:00,1,199.85,239
13725,2011-10-21 10:03:00,8,1980.56,71
13726,2011-11-01 10:49:00,2,1079.66,60
13727,2011-11-11 09:46:00,2,333.48,50
13728,2011-11-03 10:49:00,6,1016.14,58
13730,2011-07-27 08:35:00,2,752.60,157
13731,2011-05-04 14:33:00,2,610.59,241
13732,2011-11-11 15:49:00,1,491.86,50
13735,2011-11-15 11:14:00,4,2882.71,46
13736,2011-12-04 15:19:00,2,715.15,27
13737,2011-05-23 16:32:00,1,336.62,222
13739,2011-11-21 13:35:00,1,216.90,40
13740,2011-04-13 10:32:00,1,350.75,262
13741,2011-09-29 09:19:00,3,668.43,93
13742,2011-11-23 11:07:00,12,3033.02,38
13743,2011-12-07 10:09:00,7,1341.60,24
13744,2011-09-05 15:19:00,2,1080.52,117
13745,2011-06-30 16:43:00,1,300.04,184
13747,2010-12-01 10:37:00,1,79.60,395
13748,2011-09-05 09:45:00,5,948.25,117
13750,2011-10-17 12:16:00,5,1647.26,75
13751,2011-02-24 15:56:00,1,296.25,310
13752,2011-08-07 14:16:00,6,1175.38,146
13753,2011-02-25 12:48:00,1,741.26,309
13754,2011-07-11 11:51:00,2,282.60,173
13755,2011-12-06 12:26:00,9,2062.26,25
13756,2011-12-07 16:44:00,14,5189.52,24
13758,2011-11-28 11:11:00,7,3185.45,33
13759,2011-11-06 14:47:00,2,659.41,55
13760,2011-10-16 16:13:00,2,274.55,76
13761,2011-10-20 14:01:00,2,1070.65,72
13762,2011-05-05 09:15:00,1,306.72,240
13763,2011-10-07 15:13:00,1,1714.96,85
13764,2011-09-30 12:03:00,3,1506.04,92
13767,2011-12-07 15:00:00,37,17220.36,24
13769,2011-12-07 15:08:00,10,2796.51,24
13771,2011-10-06 14:18:00,4,2634.45,86
13772,2011-11-06 11:43:00,3,1067.82,55
13774,2011-09-19 12:06:00,1,345.00,103
13777,2011-12-09 12:25:00,33,25977.16,22
13778,2011-08-28 15:25:00,1,178.70,125
13780,2011-12-02 13:49:00,2,360.01,29
13781,2011-04-03 12:08:00,1,127.84,272
13782,2011-11-27 11:54:00,6,908.86,34
13784,2011-11-30 09:33:00,11,2462.79,31
13786,2010-12-07 13:53:00,1,230.40,389
13787,2011-09-25 12:06:00,2,290.50,97
13790,2011-12-05 15:48:00,1,348.80,26
13791,2011-08-04 11:44:00,2,1516.00,149
13792,2011-10-04 14:31:00,2,195.55,88
13798,2011-12-08 15:51:00,57,36763.85,23
13799,2011-08-15 12:07:00,2,688.86,138
13800,2011-02-03 12:27:00,1,558.32,331
13801,2011-10-04 10:15:00,1,324.80,88
13802,2011-07-24 10:54:00,3,4599.42,160
13803,2011-03-29 12:57:00,1,277.07,277
13804,2011-11-09 12:32:00,7,2588.39,52
13805,2011-10-18 14:50:00,2,924.60,74
13806,2011-10-07 11:43:00,1,256.38,85
13807,2010-12-07 15:48:00,1,112.60,389
13808,2011-12-04 12:18:00,5,1747.66,27
13809,2011-02-07 13:15:00,1,143.25,327
13810,2011-11-11 08:33:00,3,1499.01,50
13811,2011-06-09 09:54:00,3,814.50,205
13812,2011-10-28 14:27:00,3,539.00,64
13813,2011-10-31 10:38:00,4,1366.86,61
13814,2011-09-08 13:48:00,2,1579.12,114
13815,2011-11-17 14:19:00,4,4027.36,44
13816,2011-11-16 08:38:00,2,571.67,45
13817,2011-11-10 17:49:00,2,382.98,51
13819,2011-02-11 10:38:00,3,1140.35,323
13821,2011-07-18 09:49:00,2,385.64,166
13822,2011-12-04 12:13:00,2,630.35,27
13823,2011-11-21 10:22:00,2,957.66,40
13824,2011-11-07 12:41:00,5,1698.94,54
13826,2011-06-16 13:48:00,1,189.50,198
13827,2011-10-13 12:38:00,3,409.80,79
13828,2011-11-17 16:02:00,1,209.49,44
13831,2011-11-23 15:41:00,6,2198.45,38
13832,2011-11-20 15:36:00,1,52.20,41
13833,2011-07-03 13:27:00,1,383.85,181
13835,2011-11-14 15:37:00,4,834.57,47
13837,2011-05-12 12:10:00,2,266.59,233
13838,2011-12-04 11:00:00,4,655.25,27
13841,2011-04-01 12:10:00,1,85.00,274
13842,2011-10-12 10:51:00,9,3385.62,80
13844,2011-11-28 13:21:00,1,361.62,33
13845,2011-10-06 08:25:00,1,312.98,86
13846,2011-11-15 12:07:00,3,865.06,46
13848,2011-09-08 12:58:00,3,1255.00,114
13849,2011-10-19 10:59:00,2,1537.95,73
13850,2011-08-02 14:04:00,1,1595.48,151
13851,2011-09-05 12:36:00,3,2651.46,117
13853,2011-10-13 14:18:00,1,1090.14,79
13854,2011-12-01 09:06:00,25,8109.52,30
13856,2011-06-24 10:03:00,3,388.50,190
13858,2011-10-13 16:17:00,1,216.17,79
13859,2011-01-17 16:14:00,1,196.96,348
13860,2011-12-08 12:57:00,5,1245.90,23
13862,2011-11-21 16:24:00,8,2209.36,40
13863,2011-04-06 10:20:00,1,305.78,269
13865,2011-10-12 13:31:00,4,501.56,80
13866,2011-09-26 14:54:00,1,145.67,96
13867,2011-11-08 15:48:00,3,941.49,53
13868,2011-12-02 16:32:00,2,3192.54,29
13869,2011-08-08 13:53:00,4,3075.89,145
13870,2011-12-07 13:23:00,8,2770.94,24
13871,2011-11-17 10:49:00,13,6403.25,44
13873,2011-08-12 10:08:00,3,389.60,141
13874,2010-12-16 18:20:00,1,540.45,380
13875,2011-10-17 09:36:00,5,1786.79,75
13876,2011-10-07 10:22:00,1,122.70,85
13877,2011-09-14 15:49:00,1,117.24,108
